1.7353604, 1.5114048, 1.8825307, -3.5362339e-06, 
0.64894426, 0.6989894, 1.244596, -1.4359767e-06, 
0.27713472, 2.4063206, 0.72381765, -3.3476206e-06, 
0.969436, 2.5410826, 1.2428614, -3.5362352e-06, 
1.7087225, 2.8164322, 0.23077749, -1.1593595e-06, 
2.3718102, 0.12081006, 2.6166918, 1.1648554e-06, 
0.7108106, 2.1983435, 0.89664626, 4.980864e-06, 
2.3156264, 2.1803157, 0.16282421, 3.2839528e-06, 
2.7831607, 0.2663842, 2.6549666, 1.0970578e-06, 
2.8974278, 1.7200497, 1.8030235, -2.5754543e-06, 
1.5131536, 0.78439087, 1.663563, 2.0494397e-06, 
1.9885997, 2.027586, 0.47785327, -3.4822126e-06, 
0.29438302, 2.9542062, 1.8450253, -3.6006754e-06, 
2.5795732, 1.1899352, 2.9452844, 4.795118e-06, 
2.0665493, 0.31342605, 1.6590545, 6.512714e-07, 
0.8851733, 2.9145575, 1.5535053, 3.7892964e-06, 
2.4314234, 2.4741127, 0.5284637, 1.5270405e-06, 
2.3111882, 0.44072375, 1.3947177, 2.7781873e-06, 
2.715601, 2.3363526, 2.5865238, 3.3141689e-07, 
1.1912592, 1.6536896, 2.4451346, 1.3687595e-06, 
2.1515448, 1.3170121, 2.4602458, 2.0425239e-06, 
2.7712693, 1.8833413, 2.8391478, -1.1593165e-06, 
1.8639373, 1.3910623, 1.282806, -3.199072e-06, 
1.7489418, 2.7211878, 0.9909541, -4.285295e-06, 
2.4322133, 1.6408193, 1.7785932, 3.963686e-06, 
1.2794393, 1.3589366, 1.4153833, -3.26784e-06, 
2.9050255, 1.5563658, 2.2709165, 8.7708014e-07, 
1.4352771, 0.68732655, 0.8995466, 2.8232646e-06, 
2.6019538, 0.55376834, 2.9988203, 1.8022415e-06, 
2.01102, 2.61705, 1.0568434, -3.240865e-06, 
0.83012027, 2.039397, 1.6146824, 3.4325374e-06, 
1.1886132, 0.031643998, 2.1840596, -4.873154e-06, 
0.50023144, 0.11111567, 2.8334863, 4.808513e-06, 
1.6645861, 1.6876848, 1.9976366, -1.2945926e-06, 
0.69173074, 1.2252613, 1.2191473, -1.1412937e-06, 
0.40738416, 2.3964887, 2.5101395, 2.7772428e-06, 
0.36769328, 2.6783226, 0.2580716, -2.8035147e-06, 
1.8498278, 1.6117133, 0.10585487, 1.0115888e-06, 
0.5357989, 2.4760037, 1.2277297, -1.8652067e-06, 
0.16760088, 1.3076189, 2.8207576, -1.7729164e-06, 
2.0460882, 2.376264, 1.0277376, -4.4257054e-06, 
0.5105205, 1.328146, 1.0871739, 1.5397462e-06, 
2.8174756, 0.14120214, 0.34452915, 2.4330036e-06, 
1.0111016, 0.84587234, 1.5756302, 4.3626596e-06, 
0.80302936, 2.41418, 0.3774321, -2.2630743e-06, 
0.53822047, 2.14724, 0.042517882, 1.4104008e-06, 
0.38311326, 1.4070575, 0.7950132, -1.6600587e-07, 
0.7189842, 0.061563346, 1.0444494, -4.5364704e-06, 
0.15314125, 2.877008, 2.5188427, 4.6014975e-06, 
0.22830084, 0.66522324, 1.5848177, 8.99107e-07, 
1.5670093, 1.5355145, 1.0904013, -3.708376e-07, 
2.1660817, 0.73670226, 0.9316918, 1.6334549e-06, 
2.769861, 1.692796, 2.2009554, -2.6013815e-06, 
2.4112153, 0.012556847, 2.7999358, 4.7409944e-06, 
2.5277877, 0.05966698, 1.0567973, 3.7582042e-06, 
2.6025143, 1.3056037, 1.4102482, -2.4069043e-06, 
1.1085187, 1.5335814, 1.3450259, -4.427803e-06, 
0.32451093, 0.2760915, 2.3249125, -3.7259247e-06, 
1.2666442, 2.9581244, 1.544243, 6.3698036e-07, 
0.3350733, 0.5486982, 0.7469216, -4.6552127e-06, 
2.0404632, 2.892711, 0.69974565, -4.981367e-06, 
0.68810606, 2.9730582, 0.5399681, -6.358857e-07, 
1.9800234, 2.494389, 1.3727669, 3.0429796e-06, 
2.9733913, 2.7512772, 2.8317664, -1.1011423e-06, 
1.3576429, 0.6460027, 1.9873788, 1.4433269e-06, 
0.6902951, 2.3528257, 2.1784875, 4.4867324e-06, 
2.7578623, 0.16965614, 0.83011454, -4.4051026e-06, 
1.4585558, 2.7629938, 0.7866542, -7.7254316e-07, 
2.7801921, 2.763931, 0.29684758, -1.0250677e-06, 
0.66869766, 1.0350106, 1.3826062, 3.852857e-06, 
0.17683142, 1.4315927, 1.7899014, -1.7073089e-06, 
1.0911391, 1.6163201, 1.7815741, 1.7153233e-07, 
1.632694, 0.116236106, 2.928798, -2.5810307e-06, 
1.825409, 1.0576047, 0.8160467, -3.3009997e-06, 
0.34769622, 0.036184445, 2.8596344, 8.115928e-07, 
1.4911358, 0.6143406, 0.6949158, 1.4618639e-06, 
0.20373587, 1.4326059, 0.4240267, 4.0394343e-07, 
2.373874, 1.9019458, 2.1805797, -8.9082806e-07, 
1.1389965, 0.29717523, 2.8648393, -6.166077e-07, 
2.5289192, 1.8087475, 1.2305122, 2.806849e-06, 
2.0228388, 0.54893005, 2.3546436, 3.7367824e-06, 
1.0290098, 2.5948997, 0.37008154, -3.415407e-06, 
0.8065814, 0.84754026, 0.28289035, -1.1847601e-06, 
0.9114152, 0.45138255, 2.0655775, 1.598775e-06, 
0.09656829, 0.9482287, 0.4443799, 4.278918e-06, 
0.31810966, 0.4960561, 2.9252152, -2.803483e-06, 
0.69611883, 2.811099, 2.6769702, -1.2287245e-06, 
0.013774472, 1.7545062, 0.046755787, 3.589913e-06, 
0.88727576, 0.08189023, 1.1396358, -2.3523842e-06, 
1.2621423, 0.85849863, 1.8658594, -1.6667323e-06, 
0.7930906, 2.5205214, 1.091847, 3.4219415e-06, 
1.5762023, 0.95929074, 1.0837343, -1.3412512e-06, 
2.4744978, 0.5091443, 0.12908512, 3.5412797e-06, 
2.289711, 2.3827603, 2.4545233, -2.6876871e-06, 
0.91557336, 1.2875139, 1.4261911, -7.0343435e-07, 
0.87859714, 0.59516186, 0.40475363, -4.085463e-06, 
2.9073007, 2.634585, 1.289351, 1.921744e-06, 
2.7062669, 1.9768453, 2.7448728, 2.9101666e-06, 
1.7018988, 0.2688071, 2.4466057, 2.2170957e-06, 
2.3156483, 2.4438462, 0.14866471, -1.2315468e-06, 
